순위,시장,종목코드,종목명,현재가,목표가,상승여력(%)
134,KOSPI,4020,현대제철,35850,52350,46.03%
135,KOSPI,7660,이수페타시스,123000,178750,45.33%
136,KOSPI,17800,현대엘리베이터,82600,120000,45.28%
137,KOSPI,267250,HD현대,272000,395000,45.22%
138,KOSPI,4370,농심,372000,540000,45.16%
139,KOSPI,71840,롯데하이마트,6820,9900,45.16%
140,KOSPI,80,하이트진로,16010,23200,44.91%
141,KOSPI,34020,두산에너빌리티,103300,149563,44.79%
142,KOSPI,5090,SGC에너지,56500,81667,44.54%
143,KOSPI,139480,이마트,91000,131200,44.18%
144,KOSPI,47810,한국항공우주,154900,223188,44.09%
145,KOSPI,21240,코웨이,91200,131250,43.91%
146,KOSPI,39490,키움증권,390000,560824,43.80%
147,KOSPI,178920,PI첨단소재,23500,33750,43.62%
148,KOSPI,36570,NC,261000,374167,43.36%
149,KOSPI,453340,현대그린푸드,17500,25000,42.86%
150,KOSPI,6260,LS,424000,605556,42.82%
151,KOSPI,105630,한세실업,9110,13000,42.70%
152,KOSPI,20150,롯데에너지머티리얼즈,57700,82238,42.53%
153,KOSPI,10140,삼성중공업,28100,40050,42.53%
154,KOSPI,10130,고려아연,1293000,1841250,42.40%
155,KOSPI,25540,한국단자,77300,110000,42.30%
156,KOSPI,111110,호전실업,6680,9500,42.22%
157,KOSPI,161890,한국콜마,85700,121789,42.11%
158,KOSPI,5830,DB손해보험,153400,217938,42.07%
159,KOSPI,15760,한국전력,39800,56467,41.88%
160,KOSPI,11760,현대코퍼레이션,26200,37000,41.22%
161,KOSPI,89860,롯데렌탈,31600,44625,41.22%
162,KOSPI,112610,씨에스윈드,56800,79889,40.65%
163,KOSPI,880,한화,125300,176200,40.62%
164,KOSPI,373220,LG에너지솔루션,410500,576565,40.45%
165,KOSPI,108670,LX하우시스,34900,49000,40.40%
166,KOSPI,8770,호텔신라,59800,83909,40.32%
167,KOSPI,103590,일진전기,88400,123750,39.99%
168,KOSPI,462870,시프트업,32200,45000,39.75%
169,KOSPI,114090,GKL,11700,16333,39.60%
170,KOSPI,79160,CJ CGV,4730,6600,39.53%
171,KOSPI,272210,한화시스템,106400,148231,39.31%
172,KOSPI,1040,CJ,186800,259600,38.97%
173,KOSPI,81660,미스토홀딩스,42150,58444,38.66%
174,KOSPI,28670,팬오션,5340,7400,38.58%
175,KOSPI,456040,OCI,106600,147500,38.37%
176,KOSPI,375500,DL이앤씨,89400,123625,38.28%
177,KOSPI,520,삼일제약,7240,10000,38.12%
178,KOSPI,64350,현대로템,226500,311944,37.72%
179,KOSPI,5180,빙그레,69200,95000,37.28%
180,KOSPI,9450,경동나비엔,72600,99500,37.05%
181,KOSPI,5070,코스모신소재,46550,63667,36.77%
182,KOSPI,71050,한국금융지주,252500,344625,36.49%
183,KOSPI,3670,포스코퓨처엠,209000,285000,36.36%
184,KOSPI,30190,NICE평가정보,14680,20000,36.24%
185,KOSPI,298050,HS효성첨단소재,207000,281667,36.07%
186,KOSPI,35420,NAVER,242000,329227,36.04%
187,KOSPI,282330,BGF리테일,128200,174214,35.89%
188,KOSPI,306200,세아제강,150000,203400,35.60%
189,KOSPI,1940,KISCO홀딩스,24350,33000,35.52%
190,KOSPI,272450,진에어,6090,8250,35.47%
191,KOSPI,11780,금호석유화학,131900,178385,35.24%
192,KOSPI,150,두산,1699000,2297273,35.21%
193,KOSPI,9540,HD한국조선해양,438500,592857,35.20%
194,KOSPI,36460,한국가스공사,36350,48750,34.11%
195,KOSPI,316140,우리금융지주,33050,44200,33.74%
196,KOSPI,104700,한국철강,8980,12000,33.63%
197,KOSPI,270,기아,170200,227400,33.61%
198,KOSPI,271560,오리온,134000,178846,33.47%
199,KOSPI,175330,JB금융지주,28250,37688,33.41%
200,KOSPI,30200,KT,56600,75500,33.39%
201,KOSPI,35250,강원랜드,16170,21556,33.31%
202,KOSPI,454910,두산로보틱스,109000,145000,33.03%
203,KOSPI,5500,삼진제약,19550,26000,32.99%
204,KOSPI,39570,HDC랩스,7900,10500,32.91%
205,KOSPI,51600,한전KPS,52300,69462,32.81%
206,KOSPI,139130,iM금융지주,18110,24006,32.56%
207,KOSPI,181710,NHN,38700,51273,32.49%
208,KOSPI,5440,현대지에프홀딩스,14350,19000,32.40%
209,KOSPI,990,DB하이텍,158000,209000,32.28%
210,KOSPI,138930,BNK금융지주,18470,24412,32.17%
211,KOSPI,300720,한일시멘트,15150,20000,32.01%
212,KOSPI,2350,넥센타이어,7440,9817,31.95%
213,KOSPI,1440,대한전선,40700,53667,31.86%
214,KOSPI,267260,HD현대일렉트릭,1114000,1468571,31.83%
215,KOSPI,42660,한화오션,129200,170316,31.82%
216,KOSPI,19680,대교,1138,1500,31.81%
217,KOSPI,4990,롯데지주,26850,35333,31.59%
218,KOSPI,4150,한솔홀딩스,3500,4600,31.43%
219,KOSPI,16360,삼성증권,124600,163556,31.26%
220,KOSPI,286940,롯데이노베이트,20200,26500,31.19%
221,KOSPI,279570,케이뱅크,6880,9000,30.81%
222,KOSPI,79430,현대리바트,6530,8533,30.67%
223,KOSPI,329180,HD현대중공업,698000,911048,30.52%
224,KOSPI,10060,OCI홀딩스,318000,413750,30.11%
225,KOSPI,2380,KCC,560000,727333,29.88%
226,KOSPI,241560,두산밥캣,69100,89688,29.79%
227,KOSPI,361610,SK아이이테크놀로지,19990,25900,29.56%
228,KOSPI,278470,에이피알,399500,517222,29.47%
229,KOSPI,5940,NH투자증권,32850,42528,29.46%
230,KOSPI,5880,대한해운,2125,2750,29.41%
231,KOSPI,5930,삼성전자,343000,443750,29.37%
232,KOSPI,138040,메리츠금융지주,114400,148000,29.37%
233,KOSPI,9240,한샘,34950,45000,28.76%
234,KOSPI,14680,한솔케미칼,299000,384500,28.60%
235,KOSPI,2990,금호건설,4355,5600,28.59%
236,KOSPI,62040,산일전기,254000,326500,28.54%
237,KOSPI,1250,GS글로벌,3350,4300,28.36%
238,KOSPI,34220,LG디스플레이,13930,17688,26.98%
239,KOSPI,4690,삼천리,126100,160000,26.88%
240,KOSPI,16380,KG스틸,6110,7750,26.84%
241,KOSPI,51910,LG화학,367500,465813,26.75%
242,KOSPI,5380,현대차,640000,810000,26.56%
243,KOSPI,10950,S-Oil,114100,144200,26.38%
244,KOSPI,323410,카카오뱅크,24150,30458,26.12%
245,KOSPI,47040,대우건설,27450,34600,26.05%
246,KOSPI,195870,해성디에스,82100,103188,25.69%
247,KOSPI,1340,PKC,6160,7700,25.00%
248,KOSPI,443060,HD현대마린솔루션,255500,318889,24.81%
249,KOSPI,108320,LX세미콘,49750,62000,24.62%
250,KOSPI,3550,LG,114100,142000,24.45%
251,KOSPI,31210,서울보증보험,45050,56000,24.31%
252,KOSPI,383220,F&F,80100,98800,23.35%
253,KOSPI,78930,GS,79200,97500,23.11%
254,KOSPI,53210,스카이라이프,4495,5533,23.09%
255,KOSPI,32640,LG유플러스,16260,20000,23.00%
256,KOSPI,229640,LS에코에너지,66500,81750,22.93%
257,KOSPI,214320,이노션,20650,25375,22.88%
258,KOSPI,302440,SK바이오사이언스,40000,49000,22.50%
259,KOSPI,24110,기업은행,23100,28250,22.29%
260,KOSPI,82640,동양생명,8140,9900,21.62%
261,KOSPI,7070,GS리테일,25600,31000,21.09%
262,KOSPI,5850,에스엘,76200,92000,20.73%
263,KOSPI,9830,한화솔루션,42200,50928,20.68%
264,KOSPI,5680,삼영전자,14100,17000,20.57%
265,KOSPI,100090,SK오션플랜트,21450,25857,20.55%
266,KOSPI,55550,신한지주,106700,128611,20.54%
267,KOSPI,30000,제일기획,21100,25417,20.46%
268,KOSPI,31430,신세계인터내셔날,15700,18857,20.11%
269,KOSPI,161390,한국타이어앤테크놀로지,71000,85067,19.81%
270,KOSPI,86790,하나금융지주,132000,157211,19.10%
271,KOSPI,105560,KB금융,172000,204632,18.97%
272,KOSPI,298040,효성중공업,3892000,4615385,18.59%
273,KOSPI,192080,더블유게임즈,68400,81083,18.54%
274,KOSPI,370,한화손해보험,7150,8471,18.48%
275,KOSPI,60980,HL홀딩스,48700,57667,18.41%
276,KOSPI,240,한국앤컴퍼니,28000,33000,17.86%
277,KOSPI,33780,KT&G,185000,217692,17.67%
278,KOSPI,79900,전진건설로봇,58300,68500,17.50%
279,KOSPI,28050,삼성E&A,56700,66417,17.14%
280,KOSPI,11210,현대위아,86100,100600,16.84%
281,KOSPI,3690,코리안리,14000,16333,16.66%
282,KOSPI,17670,SK텔레콤,100100,115882,15.77%
283,KOSPI,42700,한미반도체,328500,380000,15.68%
284,KOSPI,660,SK하이닉스,2382000,2751667,15.52%
285,KOSPI,12330,현대모비스,660000,761600,15.39%
286,KOSPI,29780,삼성카드,53300,61500,15.38%
287,KOSPI,37560,LG헬로비전,2225,2567,15.37%
288,KOSPI,89590,제주항공,5120,5900,15.23%
289,KOSPI,12750,에스원,81600,94000,15.20%
290,KOSPI,34730,SK,673000,772333,14.76%
291,KOSPI,10690,화신,14010,16000,14.20%
292,KOSPI,79550,LIG디펜스앤에어로스페이스,1002000,1140000,13.77%
293,KOSPI,88350,한화생명,5550,6242,12.47%
294,KOSPI,7340,DN오토모티브,44650,50000,11.98%
295,KOSPI,192650,드림텍,6260,7000,11.82%
296,KOSPI,51900,LG생활건강,246500,275333,11.70%
297,KOSPI,7690,국도화학,36850,41000,11.26%
298,KOSPI,58430,포스코스틸리온,5610,6180,10.16%
299,KOSPI,3490,대한항공,29300,32231,10.00%
300,KOSPI,353200,대덕전자,169900,185769,9.34%
301,KOSPI,244920,에이플러스에셋,10720,11500,7.28%
302,KOSPI,93370,후성,19200,20000,4.17%
303,KOSPI,64400,LG씨엔에스,92900,95222,2.50%
304,KOSPI,23530,롯데쇼핑,198000,201667,1.85%
305,KOSPI,10120,LS ELECTRIC,257500,260000,0.97%
306,KOSPI,28260,삼성물산,497000,501667,0.94%
307,KOSPI,11200,HMM,22150,22300,0.68%
308,KOSPI,1450,현대해상,41250,41412,0.39%
309,KOSPI,204320,HL만도,76900,76950,0.07%
310,KOSPI,336260,두산퓨얼셀,78100,77500,-0.77%
311,KOSPI,810,삼성화재,671000,665706,-0.79%
312,KOSPI,475150,SK이터닉스,55800,55000,-1.43%
313,KOSPI,18880,한온시스템,5190,5053,-2.64%
314,KOSPI,18260,삼성에스디에스,238000,228200,-4.12%
315,KOSPI,7810,코리아써키트,131900,124000,-5.99%
316,KOSPI,307950,현대오토에버,716000,665938,-6.99%
317,KOSPI,9150,삼성전기,2048000,1848600,-9.74%
318,KOSPI,11790,SKC,144600,130000,-10.10%
319,KOSPI,11070,LG이노텍,1236000,1102048,-10.84%
320,KOSPI,4170,신세계,767000,679118,-11.46%
321,KOSPI,32830,삼성생명,431000,380321,-11.76%
322,KOSPI,402340,SK스퀘어,1501000,1291429,-13.96%
323,KOSPI,69960,현대백화점,198400,157313,-20.71%
324,KOSPI,1740,SK네트웍스,12000,9350,-22.08%
325,KOSPI,66570,LG전자,234000,166750,-28.74%
326,KOSPI,85620,미래에셋생명,32250,14000,-56.59%
327,KOSDAQ,318060,그래피,22450,62000,176.17%
328,KOSDAQ,491000,리브스메드,44300,120000,170.88%
329,KOSDAQ,950160,코오롱티슈진,105100,280000,166.41%
330,KOSDAQ,32500,케이엠더블유,26700,70000,162.17%
331,KOSDAQ,376270,HEM파마,49750,130000,161.31%
332,KOSDAQ,372320,큐로셀,31250,80000,156.00%
333,KOSDAQ,125210,아모그린텍,9410,24000,155.05%
334,KOSDAQ,456010,아이씨티케이,24250,60000,147.42%
335,KOSDAQ,24850,HLB이노베이션,13960,34500,147.13%
336,KOSDAQ,43260,성호전자,40600,100000,146.31%
337,KOSDAQ,304360,에스바이오메딕스,26550,65000,144.82%
338,KOSDAQ,115440,우리넷,10460,25000,139.01%
339,KOSDAQ,41920,메디아나,13460,32000,137.74%
340,KOSDAQ,290740,액트로,12290,29000,135.96%
341,KOSDAQ,389650,넥스트바이오메디컬,42000,97667,132.54%
342,KOSDAQ,397030,에이프릴바이오,43500,100667,131.42%
343,KOSDAQ,73490,LIG아큐버,35200,80000,127.27%
344,KOSDAQ,108380,대양전기공업,21250,48000,125.88%
345,KOSDAQ,310210,보로노이,199900,450000,125.11%
346,KOSDAQ,458870,씨어스,32100,71750,123.52%
347,KOSDAQ,298380,에이비엘바이오,98700,220000,122.90%
348,KOSDAQ,226400,오스테오닉,4500,10000,122.22%
349,KOSDAQ,171090,선익시스템,75100,166333,121.48%
350,KOSDAQ,282720,금양그린파워,9040,20000,121.24%
351,KOSDAQ,327260,RF머트리얼즈,67600,148842,120.18%
352,KOSDAQ,42520,한스바이오메드,25050,55000,119.56%
353,KOSDAQ,107640,한중엔시에스,44500,97000,117.98%
354,KOSDAQ,234340,헥토파이낸셜,23800,51500,116.39%
355,KOSDAQ,99190,아이센스,16770,36000,114.67%
356,KOSDAQ,354320,알멕,55900,120000,114.67%
357,KOSDAQ,48910,대원미디어,5150,11000,113.59%
358,KOSDAQ,50890,쏠리드,12810,27333,113.37%
359,KOSDAQ,394420,리센스메디컬,18750,40000,113.33%
360,KOSDAQ,347700,스피어,32900,70000,112.77%
361,KOSDAQ,473980,노머스,12830,27000,110.44%
362,KOSDAQ,99430,바이오플러스,4605,9500,106.30%
363,KOSDAQ,451760,컨텍,12970,26700,105.86%
364,KOSDAQ,58970,엠로,20900,43000,105.74%
365,KOSDAQ,376300,디어유,23300,47733,104.86%
366,KOSDAQ,52400,코나아이,47400,96500,103.59%
367,KOSDAQ,54210,이랜텍,8860,18000,103.16%
368,KOSDAQ,450950,아스테라시스,7010,14167,102.10%
369,KOSDAQ,63570,NICE인프라,3475,7000,101.44%
370,KOSDAQ,253450,스튜디오드래곤,24900,50083,101.14%
371,KOSDAQ,61090,세나테크놀로지,39900,80000,100.50%
372,KOSDAQ,125490,한라캐스트,12490,25000,100.16%
373,KOSDAQ,419530,SAMG엔터,27700,55000,98.56%
374,KOSDAQ,490470,세미파이브,26350,52000,97.34%
375,KOSDAQ,230240,에치에프알,25850,51000,97.29%
376,KOSDAQ,35760,CJ ENM,37800,74250,96.43%
377,KOSDAQ,53580,웹케시,6630,13000,96.08%
378,KOSDAQ,475960,토모큐브,38850,76000,95.62%
379,KOSDAQ,405100,큐알티,15370,30000,95.19%
380,KOSDAQ,474170,루미르,9580,18500,93.11%
381,KOSDAQ,39200,오스코텍,38850,75000,93.05%
382,KOSDAQ,53030,바이넥스,8050,15500,92.55%
383,KOSDAQ,138080,오이솔루션,31450,60000,90.78%
384,KOSDAQ,99320,쎄트렉아이,110100,210000,90.74%
385,KOSDAQ,361390,제노코,17000,32000,88.24%
386,KOSDAQ,394280,오픈엣지테크놀로지,15010,28000,86.54%
387,KOSDAQ,91580,상신이디피,18780,35000,86.37%
388,KOSDAQ,194700,노바렉스,13980,26000,85.98%
389,KOSDAQ,264450,유비쿼스,11890,22000,85.03%
390,KOSDAQ,476060,온코닉테라퓨틱스,16230,30000,84.84%
391,KOSDAQ,51500,CJ프레시웨이,24300,44333,82.44%
392,KOSDAQ,389020,자람테크놀로지,32900,60000,82.37%
393,KOSDAQ,263750,펄어비스,40150,73125,82.13%
394,KOSDAQ,148150,세경하이테크,3570,6500,82.07%
395,KOSDAQ,86450,동국제약,19500,35500,82.05%
396,KOSDAQ,214180,헥토이노베이션,15450,28000,81.23%
397,KOSDAQ,121600,나노신소재,60800,110000,80.92%
398,KOSDAQ,388210,씨엠티엑스,111200,200500,80.31%
399,KOSDAQ,393890,더블유씨피,13130,23667,80.25%
400,KOSDAQ,189300,인텔리안테크,100400,180833,80.11%
401,KOSDAQ,23160,태광,31500,56500,79.37%
402,KOSDAQ,200670,휴메딕스,28100,50000,77.94%
403,KOSDAQ,243840,신흥에스이씨,6390,11350,77.62%
404,KOSDAQ,83650,비에이치아이,68000,120000,76.47%
405,KOSDAQ,214150,클래시스,44600,78200,75.34%
406,KOSDAQ,6730,서부T&D,11420,20000,75.13%
407,KOSDAQ,441270,파인엠텍,8000,14000,75.00%
408,KOSDAQ,282880,코윈테크,12600,22000,74.60%
409,KOSDAQ,86390,유니테스트,15250,26500,73.77%
410,KOSDAQ,241710,코스메카코리아,67800,117111,72.73%
411,KOSDAQ,30520,한글과컴퓨터,19900,34333,72.53%
412,KOSDAQ,33500,동성화인텍,20250,34667,71.20%
413,KOSDAQ,94360,칩스앤미디어,14630,25000,70.88%
414,KOSDAQ,213420,덕산네오룩스,37500,63857,70.29%
415,KOSDAQ,114840,아이패밀리에스씨,9130,15500,69.77%
416,KOSDAQ,58610,에스피지,97800,165000,68.71%
417,KOSDAQ,39840,디오,13460,22667,68.40%
418,KOSDAQ,418470,KT밀리의서재,10690,18000,68.38%
419,KOSDAQ,297090,씨에스베어링,5860,9800,67.24%
420,KOSDAQ,215000,골프존,42800,71500,67.06%
421,KOSDAQ,257720,실리콘투,35050,58500,66.90%
422,KOSDAQ,214450,파마리서치,295000,492308,66.88%
423,KOSDAQ,112040,위메이드,18020,30000,66.48%
424,KOSDAQ,417840,저스템,16300,27000,65.64%
425,KOSDAQ,43610,KT지니뮤직,1512,2500,65.34%
426,KOSDAQ,78600,대주전자재료,130300,215000,65.00%
427,KOSDAQ,93520,매커스,20200,33000,63.37%
428,KOSDAQ,237690,에스티팜,124100,202643,63.29%
429,KOSDAQ,35900,JYP Ent.,55700,90941,63.27%
430,KOSDAQ,42000,카페24,19670,32000,62.68%
431,KOSDAQ,60250,NHN KCP,15380,25000,62.55%
432,KOSDAQ,18290,브이티,12650,20500,62.06%
433,KOSDAQ,482630,삼양엔씨켐,18070,29250,61.87%
434,KOSDAQ,195940,HK이노엔,42250,68231,61.49%
435,KOSDAQ,114810,한솔아이원스,14810,23900,61.38%
436,KOSDAQ,122870,와이지엔터테인먼트,46300,74632,61.19%
437,KOSDAQ,196170,알테오젠,352500,566667,60.76%
438,KOSDAQ,218410,RFHIC,82800,132600,60.14%
439,KOSDAQ,89600,KT나스미디어,10420,16667,59.95%
440,KOSDAQ,89010,켐트로닉스,30150,48000,59.20%
441,KOSDAQ,145020,휴젤,239500,379167,58.32%
442,KOSDAQ,348210,넥스틴,59700,94500,58.29%
443,KOSDAQ,183300,코미코,108300,170932,57.83%
444,KOSDAQ,141080,리가켐바이오,139700,220000,57.48%
445,KOSDAQ,200710,에이디테크놀로지,39150,61250,56.45%
446,KOSDAQ,232140,와이씨,15350,24000,56.35%
447,KOSDAQ,96530,씨젠,28500,44500,56.14%
448,KOSDAQ,336570,원텍,6620,10333,56.09%
449,KOSDAQ,40420,정상제이엘에스,5770,9000,55.98%
450,KOSDAQ,272290,이녹스첨단소재,28850,45000,55.98%
451,KOSDAQ,51370,인터플렉스,9620,15000,55.93%
452,KOSDAQ,41510,에스엠,82800,128737,55.48%
453,KOSDAQ,36620,감성코퍼레이션,4870,7550,55.03%
454,KOSDAQ,295310,에이치브이엠,87800,136000,54.90%
455,KOSDAQ,54950,제이브이엠,22550,34800,54.32%
456,KOSDAQ,322310,오로스테크놀로지,27900,43000,54.12%
457,KOSDAQ,353810,이지바이오,6510,10000,53.61%
458,KOSDAQ,67160,SOOP,48300,74167,53.55%
459,KOSDAQ,77360,덕산하이메탈,14400,22000,52.78%
460,KOSDAQ,85910,네오티스,28150,43000,52.75%
461,KOSDAQ,78340,컴투스,26000,39600,52.31%
462,KOSDAQ,462350,이노스페이스,14800,22500,52.03%
463,KOSDAQ,58470,리노공업,94700,143857,51.91%
464,KOSDAQ,80580,오킨스전자,18460,28000,51.68%
465,KOSDAQ,54450,텔레칩스,13190,20000,51.63%
466,KOSDAQ,222040,코스맥스엔비티,6600,10000,51.52%
467,KOSDAQ,36810,에프에스티,31750,48000,51.18%
468,KOSDAQ,204270,제이앤티씨,17220,26000,50.99%
469,KOSDAQ,95660,네오위즈,19390,29273,50.97%
470,KOSDAQ,14620,성광벤드,32750,49333,50.64%
471,KOSDAQ,290550,디케이티,22600,34000,50.44%
472,KOSDAQ,340570,티앤엘,56200,84500,50.36%
473,KOSDAQ,104830,원익머트리얼즈,46700,70000,49.89%
474,KOSDAQ,23910,대한약품,26700,40000,49.81%
475,KOSDAQ,89980,상아프론테크,20050,30000,49.63%
