순위,시장,종목코드,종목명,현재가,목표가,상승여력(%)
476,KOSDAQ,277810,레인보우로보틱스,616000,915000,48.54%
477,KOSDAQ,215200,메가스터디교육,40450,60000,48.33%
478,KOSDAQ,13030,하이록코리아,35750,53000,48.25%
479,KOSDAQ,68930,디지털대성,7770,11500,48.01%
480,KOSDAQ,92730,네오팜,16900,25000,47.93%
481,KOSDAQ,37440,희림,5410,8000,47.87%
482,KOSDAQ,43150,바텍,19540,28875,47.77%
483,KOSDAQ,92130,이크레더블,14300,21000,46.85%
484,KOSDAQ,100120,뷰웍스,25650,37667,46.85%
485,KOSDAQ,119610,인터로조,17790,26000,46.15%
486,KOSDAQ,140860,파크시스템스,249500,364143,45.95%
487,KOSDAQ,46440,KG파이낸셜,4250,6200,45.88%
488,KOSDAQ,80160,모두투어,9600,14000,45.83%
489,KOSDAQ,251970,펌텍코리아,36000,52333,45.37%
490,KOSDAQ,95340,ISC,199500,290000,45.36%
491,KOSDAQ,49070,인탑스,20700,30000,44.93%
492,KOSDAQ,278280,천보,43500,63000,44.83%
493,KOSDAQ,365340,성일하이텍,53400,77250,44.66%
494,KOSDAQ,357780,솔브레인,378500,543778,43.67%
495,KOSDAQ,60720,KH바텍,12560,18000,43.31%
496,KOSDAQ,383310,에코프로에이치엔,31400,45000,43.31%
497,KOSDAQ,389500,에스비비테크,60200,86000,42.86%
498,KOSDAQ,293490,카카오게임즈,9110,13000,42.70%
499,KOSDAQ,64760,티씨케이,274500,391667,42.68%
500,KOSDAQ,83500,에프엔에스테크,19600,27900,42.35%
501,KOSDAQ,33160,엠케이전자,29600,42000,41.89%
502,KOSDAQ,31980,피에스케이홀딩스,123200,174600,41.72%
503,KOSDAQ,247540,에코프로비엠,179500,252611,40.73%
504,KOSDAQ,53450,세코닉스,4310,6000,39.21%
505,KOSDAQ,56190,에스에프에이,27700,38500,38.99%
506,KOSDAQ,36540,SFA반도체,7200,10000,38.89%
507,KOSDAQ,486990,노타,27400,38000,38.69%
508,KOSDAQ,39440,에스티아이,31800,44000,38.36%
509,KOSDAQ,60370,LS마린솔루션,31600,43667,38.19%
510,KOSDAQ,74600,원익QnC,40000,55000,37.50%
511,KOSDAQ,11560,세보엠이씨,23300,32000,37.34%
512,KOSDAQ,236200,슈프리마,46100,63000,36.66%
513,KOSDAQ,237880,클리오,10640,14500,36.28%
514,KOSDAQ,25900,동화기업,8080,11000,36.14%
515,KOSDAQ,91700,파트론,6630,9000,35.75%
516,KOSDAQ,166090,하나머티리얼즈,70300,95000,35.14%
517,KOSDAQ,98460,고영,35750,48100,34.55%
518,KOSDAQ,330860,네패스아크,54700,73500,34.37%
519,KOSDAQ,86900,메디톡스,85700,115000,34.19%
520,KOSDAQ,69080,웹젠,11270,15000,33.10%
521,KOSDAQ,44490,태웅,41850,55000,31.42%
522,KOSDAQ,36200,유니셈,11440,15000,31.12%
523,KOSDAQ,102710,이엔에프테크놀로지,50700,66000,30.18%
524,KOSDAQ,126340,비나텍,130500,168500,29.12%
525,KOSDAQ,35600,KG이니시스,10110,13050,29.08%
526,KOSDAQ,440110,파두,100900,130000,28.84%
527,KOSDAQ,41830,인바디,45500,58500,28.57%
528,KOSDAQ,130580,나이스디앤비,5550,7000,26.13%
529,KOSDAQ,356860,티엘비,95700,118806,24.14%
530,KOSDAQ,228850,레이언스,6800,8400,23.53%
531,KOSDAQ,108490,로보티즈,314000,385600,22.80%
532,KOSDAQ,131970,두산테스나,150300,183714,22.23%
533,KOSDAQ,420770,기가비스,141900,172500,21.56%
534,KOSDAQ,122640,예스티,28900,35000,21.11%
535,KOSDAQ,21320,KCC건설,5400,6500,20.37%
536,KOSDAQ,36800,나이스정보통신,29100,35000,20.27%
537,KOSDAQ,211050,인카금융서비스,10070,12000,19.17%
538,KOSDAQ,67310,하나마이크론,50100,58750,17.27%
539,KOSDAQ,52710,아모텍,30700,35500,15.64%
540,KOSDAQ,82920,비츠로셀,48450,56000,15.58%
541,KOSDAQ,170920,엘티씨,52200,60000,14.94%
542,KOSDAQ,13120,동원개발,2355,2700,14.65%
543,KOSDAQ,131290,티에스이,251000,285000,13.55%
544,KOSDAQ,89970,브이엠,92500,103500,11.89%
545,KOSDAQ,43370,피에이치에이,13450,15000,11.52%
546,KOSDAQ,39030,이오테크닉스,495000,549400,10.99%
547,KOSDAQ,222800,심텍,126600,139375,10.09%
548,KOSDAQ,149950,아바텍,14620,16000,9.44%
549,KOSDAQ,64290,인텍플러스,40850,44500,8.94%
550,KOSDAQ,240810,원익IPS,156100,165000,5.70%
551,KOSDAQ,178320,서진시스템,74300,78000,4.98%
552,KOSDAQ,100130,동국S&C,1925,2000,3.90%
553,KOSDAQ,403870,HPSP,66300,68167,2.82%
554,KOSDAQ,290650,엘앤씨바이오,78200,80000,2.30%
555,KOSDAQ,95610,테스,169200,166000,-1.89%
556,KOSDAQ,319660,피에스케이,162100,154143,-4.91%
557,KOSDAQ,33640,네패스,38950,36000,-7.57%
558,KOSDAQ,84370,유진테크,176700,156667,-11.34%
559,KOSDAQ,36930,주성엔지니어링,226500,154500,-31.79%
