순위,시장,종목코드,종목명,현재가,목표가,상승여력(%),전일종가,거래량,거래대금,상장주식수,시가총액(억원)
475,KOSDAQ,365340,성일하이텍,49500.0,77250.0,56.06%,0.0,67197.0,0.0,0.0,0.00
476,KOSDAQ,322310,오로스테크놀로지,27600.0,43000.0,55.80%,0.0,167237.0,0.0,0.0,0.00
477,KOSDAQ,083500,에프엔에스테크,17910.0,27900.0,55.78%,0.0,126062.0,0.0,0.0,0.00
478,KOSDAQ,013030,하이록코리아,34050.0,53000.0,55.65%,0.0,52287.0,0.0,0.0,0.00
479,KOSDAQ,058470,리노공업,92600.0,143857.0,55.35%,0.0,1719645.0,0.0,0.0,0.00
480,KOSDAQ,277810,레인보우로보틱스,590000.0,915000.0,55.08%,0.0,124349.0,0.0,0.0,0.00
481,KOSDAQ,060720,KH바텍,11450.0,17750.0,55.02%,0.0,242474.0,0.0,0.0,0.00
482,KOSDAQ,080160,모두투어,9040.0,14000.0,54.87%,0.0,78562.0,0.0,0.0,0.00
483,KOSDAQ,104830,원익머트리얼즈,45250.0,70000.0,54.70%,0.0,132976.0,0.0,0.0,0.00
484,KOSDAQ,119610,인터로조,16840.0,26000.0,54.39%,0.0,81127.0,0.0,0.0,0.00
485,KOSDAQ,074600,원익QnC,35650.0,55000.0,54.28%,0.0,474133.0,0.0,0.0,0.00
486,KOSDAQ,043150,바텍,18720.0,28875.0,54.25%,0.0,34192.0,0.0,0.0,0.00
487,KOSDAQ,068930,디지털대성,7480.0,11500.0,53.74%,0.0,26762.0,0.0,0.0,0.00
488,KOSDAQ,340570,티앤엘,55000.0,84500.0,53.64%,0.0,68990.0,0.0,0.0,0.00
489,KOSDAQ,100120,뷰웍스,24650.0,37667.0,52.81%,0.0,28838.0,0.0,0.0,0.00
490,KOSDAQ,046440,KG파이낸셜,4060.0,6200.0,52.71%,0.0,127797.0,0.0,0.0,0.00
491,KOSDAQ,051370,인터플렉스,8860.0,13500.0,52.37%,0.0,111853.0,0.0,0.0,0.00
492,KOSDAQ,011560,세보엠이씨,21150.0,32000.0,51.30%,0.0,38130.0,0.0,0.0,0.00
493,KOSDAQ,482630,삼양엔씨켐,19420.0,29250.0,50.62%,0.0,940602.0,0.0,0.0,0.00
494,KOSDAQ,064760,티씨케이,258500.0,388750.0,50.39%,0.0,105975.0,0.0,0.0,0.00
495,KOSDAQ,053450,세코닉스,3990.0,6000.0,50.38%,0.0,265626.0,0.0,0.0,0.00
496,KOSDAQ,033160,엠케이전자,28000.0,42000.0,50.00%,0.0,858171.0,0.0,0.0,0.00
497,KOSDAQ,092130,이크레더블,14060.0,21000.0,49.36%,0.0,9147.0,0.0,0.0,0.00
498,KOSDAQ,247540,에코프로비엠,169400.0,252611.0,49.12%,0.0,905391.0,0.0,0.0,0.00
499,KOSDAQ,025900,동화기업,7390.0,11000.0,48.85%,0.0,62765.0,0.0,0.0,0.00
500,KOSDAQ,357780,솔브레인,366000.0,543778.0,48.57%,0.0,215600.0,0.0,0.0,0.00
501,KOSDAQ,049070,인탑스,20200.0,30000.0,48.51%,0.0,386861.0,0.0,0.0,0.00
502,KOSDAQ,039440,에스티아이,29650.0,44000.0,48.40%,0.0,174165.0,0.0,0.0,0.00
503,KOSDAQ,056190,에스에프에이,26050.0,38500.0,47.79%,0.0,146450.0,0.0,0.0,0.00
504,KOSDAQ,293490,카카오게임즈,8810.0,13000.0,47.56%,0.0,211486.0,0.0,0.0,0.00
505,KOSDAQ,251970,펌텍코리아,35500.0,52333.0,47.42%,0.0,23263.0,0.0,0.0,0.00
506,KOSDAQ,092730,네오팜,16970.0,25000.0,47.32%,0.0,35828.0,0.0,0.0,0.00
507,KOSDAQ,166090,하나머티리얼즈,64500.0,95000.0,47.29%,0.0,196820.0,0.0,0.0,0.00
508,KOSDAQ,131970,두산테스나,134400.0,197667.0,47.07%,0.0,337889.0,0.0,0.0,0.00
509,KOSDAQ,036540,SFA반도체,6800.0,10000.0,47.06%,0.0,2299886.0,0.0,0.0,0.00
510,KOSDAQ,278280,천보,42850.0,63000.0,47.02%,0.0,143557.0,0.0,0.0,0.00
511,KOSDAQ,098460,고영,33050.0,48417.0,46.50%,0.0,1888664.0,0.0,0.0,0.00
512,KOSDAQ,330860,네패스아크,50300.0,73500.0,46.12%,0.0,261990.0,0.0,0.0,0.00
513,KOSDAQ,237880,클리오,10020.0,14500.0,44.71%,0.0,52972.0,0.0,0.0,0.00
514,KOSDAQ,086900,메디톡스,83900.0,120000.0,43.03%,0.0,49836.0,0.0,0.0,0.00
515,KOSDAQ,140860,파크시스템스,255500.0,364143.0,42.52%,0.0,59740.0,0.0,0.0,0.00
516,KOSDAQ,036200,유니셈,10570.0,15000.0,41.91%,0.0,550718.0,0.0,0.0,0.00
517,KOSDAQ,091700,파트론,6400.0,9000.0,40.62%,0.0,338402.0,0.0,0.0,0.00
518,KOSDAQ,236200,슈프리마,44900.0,63000.0,40.31%,0.0,28255.0,0.0,0.0,0.00
519,KOSDAQ,126340,비나텍,121800.0,168500.0,38.34%,0.0,306852.0,0.0,0.0,0.00
520,KOSDAQ,356860,티엘비,86700.0,118806.0,37.03%,0.0,187715.0,0.0,0.0,0.00
521,KOSDAQ,383310,에코프로에이치엔,33350.0,45000.0,34.93%,0.0,617814.0,0.0,0.0,0.00
522,KOSDAQ,035600,KG이니시스,9700.0,13050.0,34.54%,0.0,92085.0,0.0,0.0,0.00
523,KOSDAQ,108490,로보티즈,287000.0,385600.0,34.36%,0.0,243135.0,0.0,0.0,0.00
524,KOSDAQ,228850,레이언스,6380.0,8400.0,31.66%,0.0,19791.0,0.0,0.0,0.00
525,KOSDAQ,069080,웹젠,11400.0,15000.0,31.58%,0.0,239894.0,0.0,0.0,0.00
526,KOSDAQ,130580,나이스디앤비,5320.0,7000.0,31.58%,0.0,6374.0,0.0,0.0,0.00
527,KOSDAQ,102710,이엔에프테크놀로지,50700.0,66000.0,30.18%,0.0,149107.0,0.0,0.0,0.00
528,KOSDAQ,021320,KCC건설,5010.0,6500.0,29.74%,0.0,33229.0,0.0,0.0,0.00
529,KOSDAQ,082920,비츠로셀,43600.0,56000.0,28.44%,0.0,430626.0,0.0,0.0,0.00
530,KOSDAQ,440110,파두,101400.0,130000.0,28.21%,0.0,956341.0,0.0,0.0,0.00
531,KOSDAQ,041830,인바디,46450.0,58500.0,25.94%,0.0,129378.0,0.0,0.0,0.00
532,KOSDAQ,036800,나이스정보통신,27950.0,35000.0,25.22%,0.0,20931.0,0.0,0.0,0.00
533,KOSDAQ,420770,기가비스,139000.0,172500.0,24.10%,0.0,99084.0,0.0,0.0,0.00
534,KOSDAQ,204270,제이앤티씨,21000.0,26000.0,23.81%,0.0,184554.0,0.0,0.0,0.00
535,KOSDAQ,100130,동국S&C,1628.0,2000.0,22.85%,0.0,209568.0,0.0,0.0,0.00
536,KOSDAQ,211050,인카금융서비스,9850.0,12000.0,21.83%,0.0,102349.0,0.0,0.0,0.00
537,KOSDAQ,043370,피에이치에이,12320.0,15000.0,21.75%,0.0,30616.0,0.0,0.0,0.00
538,KOSDAQ,403870,HPSP,56600.0,68167.0,20.44%,0.0,10142673.0,0.0,0.0,0.00
539,KOSDAQ,067310,하나마이크론,49000.0,58750.0,19.90%,0.0,2250615.0,0.0,0.0,0.00
540,KOSDAQ,122640,예스티,34800.0,41500.0,19.25%,0.0,1744369.0,0.0,0.0,0.00
541,KOSDAQ,013120,동원개발,2275.0,2700.0,18.68%,0.0,161728.0,0.0,0.0,0.00
542,KOSDAQ,170920,엘티씨,50700.0,60000.0,18.34%,0.0,449817.0,0.0,0.0,0.00
543,KOSDAQ,222800,심텍,124300.0,146250.0,17.66%,0.0,930246.0,0.0,0.0,0.00
544,KOSDAQ,089970,브이엠,88400.0,103500.0,17.08%,0.0,446439.0,0.0,0.0,0.00
545,KOSDAQ,131290,티에스이,244000.0,285000.0,16.80%,0.0,107554.0,0.0,0.0,0.00
546,KOSDAQ,178320,서진시스템,67500.0,78000.0,15.56%,0.0,1153593.0,0.0,0.0,0.00
547,KOSDAQ,033640,네패스,32650.0,36000.0,10.26%,0.0,451150.0,0.0,0.0,0.00
548,KOSDAQ,039030,이오테크닉스,498500.0,549400.0,10.21%,0.0,210637.0,0.0,0.0,0.00
549,KOSDAQ,052710,아모텍,32600.0,35500.0,8.90%,0.0,1097400.0,0.0,0.0,0.00
550,KOSDAQ,240810,원익IPS,156000.0,165000.0,5.77%,0.0,1529659.0,0.0,0.0,0.00
551,KOSDAQ,095610,테스,166200.0,166000.0,-0.12%,0.0,388751.0,0.0,0.0,0.00
552,KOSDAQ,064290,인텍플러스,46250.0,44500.0,-3.78%,0.0,645741.0,0.0,0.0,0.00
553,KOSDAQ,290650,엘앤씨바이오,84500.0,80000.0,-5.33%,0.0,351604.0,0.0,0.0,0.00
554,KOSDAQ,084370,유진테크,167600.0,156667.0,-6.52%,0.0,225136.0,0.0,0.0,0.00
555,KOSDAQ,319660,피에스케이,165000.0,154143.0,-6.58%,0.0,516197.0,0.0,0.0,0.00
556,KOSDAQ,149950,아바텍,17310.0,16000.0,-7.57%,0.0,2371086.0,0.0,0.0,0.00
557,KOSDAQ,036930,주성엔지니어링,193100.0,154500.0,-19.99%,0.0,2677791.0,0.0,0.0,0.00
